"Adjuster, weight",Plant and machine operatives n.e.c.
"Administrator, IT",IT operations technicians
"Administrator, PMO",Business and related associate professionals n.e.c.
"Administrator, QA",Other administrative occupations n.e.c.
"Administrator, account",Financial administrative occupations n.e.c.
"Administrator, accounts","Book-keepers, payroll managers and wages clerks"
"Administrator, arts","Business, research and administrative professionals n.e.c."
"Administrator, bonus",Financial administrative occupations n.e.c.
"Administrator, business",Other administrative occupations n.e.c.
"Administrator, catering",Other administrative occupations n.e.c.
"Administrator, charity",Officers of non-governmental organisations
"Administrator, church",Other administrative occupations n.e.c.
"Administrator, circuit",Welfare and housing associate professionals n.e.c.
"Administrator, claim",Pensions and insurance clerks and assistants
"Administrator, clerical",Other administrative occupations n.e.c.
"Administrator, clinic",Medical secretaries
"Administrator, college",Senior professionals of educational establishments
"Administrator, commercial",Other administrative occupations n.e.c.
"Administrator, committee",Business and related associate professionals n.e.c.
"Administrator, computer",IT operations technicians
"Administrator, conference",Records clerks and assistants
"Administrator, contract",Records clerks and assistants
"Administrator, contracts, purchasing",Buyers and procurement officers
"Administrator, contracts, sales",Sales administrators
"Administrator, control, credit",Credit controllers
"Administrator, cost",Financial administrative occupations n.e.c.
"Administrator, course",Human resources administrative occupations
"Administrator, court",Records clerks and assistants
"Administrator, courts",Records clerks and assistants
"Administrator, covenant",Officers of non-governmental organisations
"Administrator, data",Typists and related keyboard occupations
"Administrator, database",IT operations technicians
"Administrator, distribution",Transport and distribution clerks and assistants
"Administrator, education",Senior professionals of educational establishments,Human resources administrative occupations
"Administrator, electoral",Local government administrative occupations
"Administrator, export",Records clerks and assistants
"Administrator, faculty",Officers of non-governmental organisations
"Administrator, finance",Financial administrative occupations n.e.c.
"Administrator, financial",Financial administrative occupations n.e.c.
"Administrator, fleet",Transport and distribution clerks and assistants
"Administrator, fleet, car",Transport and distribution clerks and assistants
"Administrator, fund",Financial and accounting technicians
"Administrator, funeral","Undertakers, mortuary and crematorium assistants"
"Administrator, helpdesk",IT user support technicians
"Administrator, holding, fund","Book-keepers, payroll managers and wages clerks"
"Administrator, hospital",Public services associate professionals
"Administrator, insolvency",Chartered and certified accountants,Financial and accounting technicians
"Administrator, insurance",Pensions and insurance clerks and assistants
"Administrator, internet",IT operations technicians
"Administrator, inventory",Stock control clerks and assistants
"Administrator, investment",Brokers
"Administrator, ledger","Book-keepers, payroll managers and wages clerks"
"Administrator, legal",Legal secretaries
"Administrator, letter",Records clerks and assistants
"Administrator, life",Pensions and insurance clerks and assistants
"Administrator, loans",Credit controllers
"Administrator, logistics",Transport and distribution clerks and assistants
"Administrator, marketing",Sales administrators
"Administrator, medical",Medical secretaries
"Administrator, mortgage",Financial administrative occupations n.e.c.
"Administrator, network",IT operations technicians
"Administrator, office",Other administrative occupations n.e.c.
"Administrator, office, sales",Sales administrators
"Administrator, office, school",School secretaries
"Administrator, order, sales",Sales administrators
"Administrator, parish",Other administrative occupations n.e.c.
"Administrator, parts",Stock control clerks and assistants
"Administrator, pay","Book-keepers, payroll managers and wages clerks"
"Administrator, payroll","Book-keepers, payroll managers and wages clerks"
"Administrator, pensions",Pensions and insurance clerks and assistants
"Administrator, personnel",Human resources administrative occupations
"Administrator, practice",Records clerks and assistants
"Administrator, procurement",Records clerks and assistants
"Administrator, production",Stock control clerks and assistants
"Administrator, project",Business and related associate professionals n.e.c.
"Administrator, purchase",Records clerks and assistants
"Administrator, purchasing",Records clerks and assistants
"Administrator, quality",Other administrative occupations n.e.c.
"Administrator, recruitment",Human resources administrative occupations
"Administrator, registration, senior","Business, research and administrative professionals n.e.c."
"Administrator, resources, human",Human resources administrative occupations
"Administrator, retail",Sales administrators
"Administrator, sales",Sales administrators
"Administrator, school",School secretaries
"Administrator, service",Other administrative occupations n.e.c.
"Administrator, service, customer",Customer service occupations n.e.c.
"Administrator, services",Other administrative occupations n.e.c.
"Administrator, services, financial",Financial administrative occupations n.e.c.
"Administrator, services, fleet",Transport and distribution clerks and assistants
"Administrator, shipping",Transport and distribution clerks and assistants
"Administrator, stock",Stock control clerks and assistants
"Administrator, stores",Stock control clerks and assistants
"Administrator, support, sales",Sales administrators
"Administrator, surgery, GP",Medical secretaries
"Administrator, surrenders",Pensions and insurance clerks and assistants
"Administrator, swaps",Brokers
"Administrator, system",IT operations technicians
"Administrator, systems",IT operations technicians
"Administrator, technical",Records clerks and assistants
"Administrator, training",Human resources administrative occupations
"Administrator, transport",Transport and distribution clerks and assistants
"Administrator, trial, clinical",Business and related associate professionals n.e.c.
"Administrator, trials, clinical",Business and related associate professionals n.e.c.
"Administrator, trust",Financial and accounting technicians
"Administrator, university",Senior professionals of educational establishments
"Administrator, wages","Book-keepers, payroll managers and wages clerks"
"Administrator, ward",Records clerks and assistants
"Administrator, warehouse",Stock control clerks and assistants
"Administrator, warranty",Other administrative occupations n.e.c.
"Adviser, PR",Public relations professionals
"Adviser, VAT",Taxation experts
"Adviser, academic",Education advisers and school inspectors
"Adviser, aeronautical",Engineering technicians
"Adviser, agricultural",Biological scientists and biochemists
"Adviser, art","Arts officers, producers and directors"
"Adviser, arts","Arts officers, producers and directors"
"Adviser, ballot",Business and related associate professionals n.e.c.
"Adviser, banking",Bank and post office clerks
"Adviser, banking, telephone",Bank and post office clerks
"Adviser, beauty",Beauticians and related occupations
"Adviser, benefit",Local government administrative occupations
"Adviser, benefits",Welfare and housing associate professionals n.e.c.,National government administrative occupations,Local government administrative occupations
"Adviser, branch",Bank and post office clerks
"Adviser, business",Management consultants and business analysts
"Adviser, care, customer",Customer service occupations n.e.c.
"Adviser, careers",Careers advisers and vocational guidance specialists
"Adviser, catering",Catering and bar managers
"Adviser, cellar",Business and related associate professionals n.e.c.
"Adviser, centre, call",Call and contact centre occupations
"Adviser, centre, contact",Call and contact centre occupations
"Adviser, cessation, smoking",Welfare and housing associate professionals n.e.c.
"Adviser, claim",Pensions and insurance clerks and assistants
"Adviser, claimant",National government administrative occupations
"Adviser, claims",National government administrative occupations
"Adviser, claims, personal",Pensions and insurance clerks and assistants
"Adviser, communications",Call and contact centre occupations
"Adviser, conservation",Conservation professionals
"Adviser, consumer",Inspectors of standards and regulations,Customer service occupations n.e.c.
"Adviser, contract",Business and related associate professionals n.e.c.
"Adviser, countryside",Conservation professionals
"Adviser, court, family",Welfare professionals n.e.c.
"Adviser, curriculum",Education advisers and school inspectors
"Adviser, customer",Bank and post office clerks,Sales and retail assistants,Retail cashiers and check-out operators,Call and contact centre occupations,Customer service occupations n.e.c.,Shelf fillers
"Adviser, deal, new",National government administrative occupations
"Adviser, debt",Counsellors
"Adviser, development, curriculum",Education advisers and school inspectors
"Adviser, development, employee",Vocational and industrial trainers and instructors
"Adviser, development, management",Management consultants and business analysts
"Adviser, development, training",Vocational and industrial trainers and instructors
"Adviser, diet",Health associate professionals n.e.c.
"Adviser, difficulties, financial",Credit controllers
"Adviser, economic","Actuaries, economists and statisticians"
"Adviser, education",Education advisers and school inspectors
"Adviser, employment",Human resources and industrial relations officers,National government administrative occupations
"Adviser, energy","Estimators, valuers and assessors"
"Adviser, fashion","Product, clothing and related designers"
"Adviser, financial",Finance and investment analysts and advisers
"Adviser, geological",Physical scientists
"Adviser, health and safety",Health and safety officers
"Adviser, health",Welfare and housing associate professionals n.e.c.
"Adviser, health, occupational",Health professionals n.e.c.
"Adviser, health, public",Health professionals n.e.c.
"Adviser, health, sexual",Health professionals n.e.c.
"Adviser, healthcare",Pharmacy and other dispensing assistants
"Adviser, heating",Engineering professionals n.e.c.,Plumbers and heating and ventilating engineers
"Adviser, horticultural",Biological scientists and biochemists
"Adviser, housing",Housing officers
"Adviser, improvement, school",Education advisers and school inspectors
"Adviser, insurance",Pensions and insurance clerks and assistants
"Adviser, investment",Finance and investment analysts and advisers
"Adviser, legal",Legal professionals n.e.c.
"Adviser, legal, court",Legal professionals n.e.c.
"Adviser, lines, personal",Call and contact centre occupations
"Adviser, literary","Authors, writers and translators"
"Adviser, loans, financial",Finance and investment analysts and advisers
"Adviser, management",Management consultants and business analysts
"Adviser, management, customer",Call and contact centre occupations
"Adviser, marine",Business and related associate professionals n.e.c.
"Adviser, medical",Medical practitioners
"Adviser, membership",Sales related occupations n.e.c.
"Adviser, mortgage",Finance and investment analysts and advisers
"Adviser, nurse",Nurses
"Adviser, nurse, health, occupational",Health professionals n.e.c.
"Adviser, occupational health and wellbeing",Health professionals n.e.c.
"Adviser, optical",Pharmacy and other dispensing assistants
"Adviser, parts",Vehicle and parts salespersons and advisers
"Adviser, pension",Finance and investment analysts and advisers
"Adviser, pensions",Finance and investment analysts and advisers
"Adviser, personal",Careers advisers and vocational guidance specialists
"Adviser, personal, deal, new",National government administrative occupations
"Adviser, personnel",Human resources and industrial relations officers
"Adviser, phonebank",Bank and post office clerks
"Adviser, planning, county",Town planning officers
"Adviser, planning, financial",Finance and investment analysts and advisers
"Adviser, policy","Business, research and administrative professionals n.e.c."
"Adviser, policy, equalities",Human resources and industrial relations officers
"Adviser, political",Business and related associate professionals n.e.c.
"Adviser, poultry",Biological scientists and biochemists
"Adviser, prescribing",Pharmacists
"Adviser, prevention, fire",Fire service officers (watch manager and below)
"Adviser, production",Production and process engineers
"Adviser, promotion, health",Welfare and housing associate professionals n.e.c.
"Adviser, protection, radiation",Physical scientists
"Adviser, recruitment",Human resources and industrial relations officers
"Adviser, relations, customer",Customer service occupations n.e.c.
"Adviser, relations, industrial",Human resources and industrial relations officers
"Adviser, relations, public",Public relations professionals
"Adviser, relations, race",Inspectors of standards and regulations
"Adviser, resources, human",Human resources and industrial relations officers
"Adviser, rights, welfare",Welfare and housing associate professionals n.e.c.
"Adviser, safety",Health and safety officers
"Adviser, sales",Bank and post office clerks,Sales and retail assistants,Telephone salespersons,Sales related occupations n.e.c.
"Adviser, sales, car",Vehicle and parts salespersons and advisers
"Adviser, sales, inbound",Telephone salespersons,Sales related occupations n.e.c.
"Adviser, sales, insurance",Sales related occupations n.e.c.
"Adviser, sales, optical",Pharmacy and other dispensing assistants
"Adviser, sales, travel",Travel agents
"Adviser, sales, vehicle",Vehicle and parts salespersons and advisers
"Adviser, scientific",Natural and social science professionals n.e.c.
"Adviser, security",Security guards and related occupations
"Adviser, security, social",National government administrative occupations
"Adviser, service",Receptionists,Customer service occupations n.e.c.
"Adviser, service, customer",Bank and post office clerks,Sales and retail assistants,Call and contact centre occupations,Customer service occupations n.e.c.
"Adviser, service, home",Business sales executives
"Adviser, services, customer",Bank and post office clerks,Customer service occupations n.e.c.
"Adviser, services, financial",Finance and investment analysts and advisers
"Adviser, services, management",Management consultants and business analysts
"Adviser, services, student",Welfare and housing associate professionals n.e.c.
"Adviser, smoking, stop",Welfare and housing associate professionals n.e.c.
"Adviser, statistical","Actuaries, economists and statisticians"
"Adviser, support, parent",Child and early years officers
"Adviser, systems","IT business analysts, architects and systems designers"
"Adviser, tax",Taxation experts
"Adviser, taxation",Taxation experts
"Adviser, teaching, years, early",Teaching and other educational professionals n.e.c.
"Adviser, technical",Chartered and certified accountants,Engineering technicians,IT user support technicians,Finance and investment analysts and advisers,Business sales executives,"Vehicle technicians, mechanics and electricians"
"Adviser, telebanking",Bank and post office clerks
"Adviser, telemarketing",Telephone salespersons
"Adviser, telephone",Call and contact centre occupations
"Adviser, telesales",Telephone salespersons
"Adviser, textile",Engineering professionals n.e.c.
"Adviser, toxicology",Health and safety officers
"Adviser, traffic",Business and related associate professionals n.e.c.
"Adviser, training",Vocational and industrial trainers and instructors
"Adviser, transport",Business and related associate professionals n.e.c.
"Adviser, travel",Travel agents
"Adviser, welfare",Welfare and housing associate professionals n.e.c.
"Adviser, years, early",Teaching and other educational professionals n.e.c.
"Advocate, IMCA",Welfare and housing associate professionals n.e.c.
"Advocate, carers",Welfare and housing associate professionals n.e.c.
"Advocate, crown",Barristers and judges
"Advocate, customer",Customer service occupations n.e.c.
"Advocate, health, mental",Welfare and housing associate professionals n.e.c.
"Advocate, home, care",Welfare and housing associate professionals n.e.c.
"Advocate, learning",Vocational and industrial trainers and instructors
"Advocate, legal",Barristers and judges
"Advocate, policy","Business, research and administrative professionals n.e.c."
"Advocate, student",Welfare and housing associate professionals n.e.c.
"Aesthetician, medical",Beauticians and related occupations
"Agent and valuer, land",Estate agents and auctioneers
"Agent, Lloyd's",Brokers
"Agent, agricultural",Business sales executives
"Agent, assurance",Collector salespersons and credit agents
"Agent, bank",Sales related occupations n.e.c.
"Agent, bloodstock",Business and related associate professionals n.e.c.
"Agent, booking",Travel agents
"Agent, brewer's",Sales related occupations n.e.c.
"Agent, brewery",Sales related occupations n.e.c.
"Agent, builder's",Production managers and directors in construction
"Agent, business",Business sales executives
"Agent, buying",Buyers and procurement officers
"Agent, cargo",Transport and distribution clerks and assistants
"Agent, cargo, airport",Transport and distribution clerks and assistants
"Agent, centre, call",Call and contact centre occupations
"Agent, centre, contact",Call and contact centre occupations
"Agent, cleaner's, dry",Sales and retail assistants
"Agent, club",Collector salespersons and credit agents
"Agent, collecting","Debt, rent and other cash collectors"
"Agent, collection, data","Debt, rent and other cash collectors"
"Agent, colliery",Production managers and directors in mining and energy
"Agent, commercial",Business and related associate professionals n.e.c.
"Agent, commission",Business and related associate professionals n.e.c.,Business sales executives,Sports and leisure assistants,Sales related occupations n.e.c.
"Agent, company's, tug",Sales related occupations n.e.c.
"Agent, concert","Arts officers, producers and directors"
"Agent, contractor's",Production managers and directors in construction
"Agent, credit",Collector salespersons and credit agents
"Agent, cutting, press",Library clerks and assistants
"Agent, delivery","Postal workers, mail sorters, messengers and couriers"
"Agent, district",Collector salespersons and credit agents
"Agent, dyer's",Sales and retail assistants
"Agent, election",Business and related associate professionals n.e.c.
"Agent, emigration",Sales related occupations n.e.c.
"Agent, enforcement, civil",Parking and civil enforcement occupations
"Agent, engineer's",Business sales executives
"Agent, engineering, civil",Production managers and directors in construction
"Agent, enquiry",Call and contact centre occupations
"Agent, entertainment","Arts officers, producers and directors"
"Agent, estate",Estate agents and auctioneers
"Agent, export",Importers and exporters
"Agent, farm",Farmers
"Agent, film","Arts officers, producers and directors"
"Agent, financial",Finance and investment analysts and advisers
"Agent, foreign",Sales related occupations n.e.c.
"Agent, forwarding",Sales related occupations n.e.c.
"Agent, general",Sales related occupations n.e.c.
"Agent, handling, passenger",Air travel assistants
"Agent, hire, car",Sales related occupations n.e.c.
"Agent, hiring, film",Sales related occupations n.e.c.
"Agent, house",Estate agents and auctioneers
"Agent, import",Importers and exporters
"Agent, import-export",Importers and exporters
"Agent, insurance",Collector salespersons and credit agents
"Agent, land and estate",Estate agents and auctioneers
"Agent, land",Estate agents and auctioneers
"Agent, laundry",Sales and retail assistants
"Agent, law",Legal professionals n.e.c.
"Agent, leasing",Marketing associate professionals
"Agent, legal",Elementary security occupations n.e.c.
"Agent, letting",Estate agents and auctioneers
"Agent, literary","Authors, writers and translators"
"Agent, livestock",Farmers
"Agent, manufacturer's",Business sales executives
"Agent, marketing",Marketing associate professionals
"Agent, mercantile",Sales related occupations n.e.c.
"Agent, metal",Brokers
"Agent, mine",Production managers and directors in mining and energy
"Agent, model","Arts officers, producers and directors"
"Agent, model's","Arts officers, producers and directors"
"Agent, money",Finance and investment analysts and advisers
"Agent, mortgage",Finance and investment analysts and advisers
"Agent, naturalisation",Sales related occupations n.e.c.
"Agent, news",Shopkeepers and proprietors – wholesale and retail
"Agent, newspaper",Shopkeepers and proprietors – wholesale and retail
"Agent, operations, cargo",Transport and distribution clerks and assistants
"Agent, parliamentary",Business and related associate professionals n.e.c.
"Agent, party",Business and related associate professionals n.e.c.
"Agent, passenger",Air travel assistants
"Agent, passport",Sales related occupations n.e.c.
"Agent, patent",Engineering professionals n.e.c.
"Agent, political",Business and related associate professionals n.e.c.
"Agent, pools, football","Debt, rent and other cash collectors"
"Agent, precognition",Legal associate professionals
"Agent, press",Public relations professionals
"Agent, property",Estate agents and auctioneers
"Agent, publicity",Public relations professionals
"Agent, publisher's",Business sales executives
"Agent, purchasing",Buyers and procurement officers
"Agent, railway",Sales related occupations n.e.c.
"Agent, ramp",Air transport operatives
"Agent, receiving, laundry",Sales and retail assistants
"Agent, relocation",Estate agents and auctioneers
"Agent, rental, car",Sales related occupations n.e.c.
"Agent, reservation",Travel agents
"Agent, reservation, airline",Air travel assistants
"Agent, reservations",Travel agents,Customer service occupations n.e.c.
"Agent, sales",Business sales executives
"Agent, sales, insurance",Collector salespersons and credit agents
"Agent, sales, telephone",Telephone salespersons
"Agent, security",Security guards and related occupations
"Agent, service",Air travel assistants
"Agent, service, customer",Air travel assistants
"Agent, service, customer, airline",Air travel assistants
"Agent, service, passenger",Air travel assistants
"Agent, service, ramp",Air transport operatives
"Agent, services, customer",Air travel assistants,Customer service occupations n.e.c.
"Agent, services, passenger",Air travel assistants
"Agent, ship's",Importers and exporters
"Agent, shipping",Importers and exporters
"Agent, site",Production managers and directors in construction,Estate agents and auctioneers
"Agent, sports","Sports coaches, instructors and officials"
"Agent, surface",Production managers and directors in mining and energy
"Agent, telemarketing",Telephone salespersons
"Agent, telesales",Telephone salespersons
"Agent, textile",Business sales executives
"Agent, theatrical","Arts officers, producers and directors"
"Agent, tourist",Travel agents
"Agent, trace",Security guards and related occupations
"Agent, trademark",Business and related associate professionals n.e.c.
"Agent, traffic",Sales related occupations n.e.c.
"Agent, training",Vocational and industrial trainers and instructors
"Agent, transfer, business",Estate agents and auctioneers
"Agent, travel",Travel agents
"Agent, travel, business",Travel agents
"Agent, underwriter's",Insurance underwriters
"Agent, variety","Arts officers, producers and directors"
"Agent, viewing",Estate agents and auctioneers
"Aid, care",Care workers and home carers
"Aid, family",Welfare professionals n.e.c.
"Aid, home",Care workers and home carers
"Aid, laboratory",Laboratory technicians
"Aid, nurse's",Nursing auxiliaries and assistants
"Aid, teacher's",Teaching assistants
"Aid, teaching",Teaching assistants
"Aide, care",Care workers and home carers
"Aide, communications",Public relations professionals
"Aide, family",Welfare professionals n.e.c.
"Aide, home",Care workers and home carers
"Aide, laboratory",Laboratory technicians
"Aide, nurse's",Nursing auxiliaries and assistants
"Aide, teacher's",Teaching assistants
"Aide, teaching",Teaching assistants
"Aide, ward",Nursing auxiliaries and assistants
"Aircrew, master",NCOs and other ranks
"Airman, Force, Air, Royal",NCOs and other ranks
"Airman, hot",Metal making and treating process operatives
"Airwoman, Force, Air, Royal",NCOs and other ranks
"Allocator, chalet",Other administrative occupations n.e.c.
"Allocator, traffic",Rail transport operatives
"Alterer, loom",Textile process operatives
"Alterer, pattern",Textile process operatives
"Ambassador, centre, city",Parking and civil enforcement occupations
"Ambassador, student",Careers advisers and vocational guidance specialists
"Anaesthetist, consultant",Medical practitioners
"Analyst, GIS",Business and related associate professionals n.e.c.
"Analyst, GIS, senior",Social and humanities scientists
"Analyst, actions, corporate",Finance and investment analysts and advisers
"Analyst, affairs, regulatory",Quality assurance and regulatory professionals
"Analyst, billing",Financial administrative occupations n.e.c.
"Analyst, business","IT business analysts, architects and systems designers",Management consultants and business analysts
"Analyst, business, IT","IT business analysts, architects and systems designers"
"Analyst, campaign","Actuaries, economists and statisticians"
"Analyst, catastrophe",Management consultants and business analysts
"Analyst, chain, supply",Marketing associate professionals
"Analyst, chief",Chemical scientists
"Analyst, coding, clinical",Business and related associate professionals n.e.c.
"Analyst, collateral",Finance and investment analysts and advisers
"Analyst, colour",Beauticians and related occupations,Textile process operatives
"Analyst, commercial",Management consultants and business analysts
"Analyst, comms, data","IT business analysts, architects and systems designers"
"Analyst, comms, technical","IT business analysts, architects and systems designers"
"Analyst, communications, data","IT business analysts, architects and systems designers"
"Analyst, computer","IT business analysts, architects and systems designers"
"Analyst, computer, forensic",Business and related research professionals
"Analyst, content",IT operations technicians
"Analyst, control, quality",Quality assurance technicians
"Analyst, cost",Financial administrative occupations n.e.c.
"Analyst, county",Chemical scientists
"Analyst, credit",Finance and investment analysts and advisers
"Analyst, crime",Business and related research professionals
"Analyst, data",Programmers and software development professionals,Business and related associate professionals n.e.c.
"Analyst, database",Programmers and software development professionals
"Analyst, desk, service",IT user support technicians
"Analyst, economic","Actuaries, economists and statisticians"
"Analyst, engineering",Engineering professionals n.e.c.
"Analyst, evaluation, job",Human resources and industrial relations officers
"Analyst, finance",Finance and investment analysts and advisers
"Analyst, financial",Finance and investment analysts and advisers
"Analyst, forecast",Business and related associate professionals n.e.c.
"Analyst, forensic",Protective service associate professionals n.e.c.
"Analyst, fraud",Protective service associate professionals n.e.c.
"Analyst, geophysical",Laboratory technicians
"Analyst, handwriting",Protective service associate professionals n.e.c.
"Analyst, health, public",Social and humanities scientists
"Analyst, helpdesk",IT user support technicians
"Analyst, implementation",Programmers and software development professionals
"Analyst, information",Programmers and software development professionals,Business and related research professionals
"Analyst, information, management",Business and related associate professionals n.e.c.
"Analyst, intelligence, criminal",Business and related research professionals
"Analyst, inventory",Stock control clerks and assistants
"Analyst, investment",Finance and investment analysts and advisers
"Analyst, laboratory",Laboratory technicians
"Analyst, logistics",Business and related associate professionals n.e.c.
"Analyst, maintenance","IT business analysts, architects and systems designers",Engineering technicians,IT operations technicians
"Analyst, management",Business and related associate professionals n.e.c.
"Analyst, market",Business and related associate professionals n.e.c.
"Analyst, marketing",Marketing associate professionals
"Analyst, material",Laboratory technicians
"Analyst, materials",Laboratory technicians
"Analyst, media",Marketing associate professionals
"Analyst, methods",Business and related associate professionals n.e.c.
"Analyst, network",Information technology and telecommunications professionals n.e.c.
"Analyst, o and m",Business and related associate professionals n.e.c.
"Analyst, operations","IT business analysts, architects and systems designers"
"Analyst, organisation and methods",Business and related associate professionals n.e.c.
"Analyst, patent",Engineering professionals n.e.c.
"Analyst, performance",Business and related associate professionals n.e.c.
"Analyst, personnel",Human resources and industrial relations officers
"Analyst, pharmaceutical",Laboratory technicians
"Analyst, political","Actuaries, economists and statisticians"
"Analyst, pricing",Finance and investment analysts and advisers
"Analyst, project, IT",Programmers and software development professionals
"Analyst, public",Chemical scientists
"Analyst, quality",Information technology and telecommunications professionals n.e.c.,Quality assurance technicians
"Analyst, quantitative","Actuaries, economists and statisticians"
"Analyst, research, market",Marketing associate professionals
"Analyst, research, operational",Business and related associate professionals n.e.c.
"Analyst, risk",Management consultants and business analysts
"Analyst, risk, credit",Finance and investment analysts and advisers
"Analyst, risk, financial",Management consultants and business analysts
"Analyst, scoring, credit","Estimators, valuers and assessors"
"Analyst, security, IT",Information technology and telecommunications professionals n.e.c.
"Analyst, seed",Laboratory technicians
"Analyst, sensory","Weighers, graders and sorters"
"Analyst, software",Programmers and software development professionals
"Analyst, sports",Business and related research professionals
"Analyst, statistical","Actuaries, economists and statisticians"
"Analyst, stress",Building and civil engineering technicians
"Analyst, study, work",Business and related associate professionals n.e.c.
"Analyst, support",IT user support technicians
"Analyst, support, PC",IT user support technicians
"Analyst, support, customer",IT user support technicians
"Analyst, support, desktop",IT user support technicians
"Analyst, support, sales",Marketing associate professionals
"Analyst, support, systems",IT user support technicians
"Analyst, support, technical",IT user support technicians
"Analyst, surveillance, compliance",Quality assurance and regulatory professionals
"Analyst, surveillance, market",Quality assurance and regulatory professionals
"Analyst, system","IT business analysts, architects and systems designers"
"Analyst, system, business",Business and related associate professionals n.e.c.
"Analyst, systems","IT business analysts, architects and systems designers"
"Analyst, systems, business",Business and related associate professionals n.e.c.
"Analyst, systems, information, geographical",Business and related associate professionals n.e.c.
"Analyst, systems, information, geographical, senior",Social and humanities scientists
"Analyst, systems, office",Business and related associate professionals n.e.c.
"Analyst, tachograph",Business and related associate professionals n.e.c.
"Analyst, tax",Taxation experts
"Analyst, technical","IT business analysts, architects and systems designers"
"Analyst, technology, information",Programmers and software development professionals
"Analyst, telecommunications","IT business analysts, architects and systems designers"
"Analyst, test",Information technology and telecommunications professionals n.e.c.
"Analyst, time and motion",Business and related associate professionals n.e.c.
"Analyst, tool",Draughtspersons
"Analyst, trading",Management consultants and business analysts
"Analyst, training",Vocational and industrial trainers and instructors
"Analyst, value",Business and related associate professionals n.e.c.
"Analyst, voice, communications","IT business analysts, architects and systems designers"
"Analyst, warehouse, data","IT business analysts, architects and systems designers"
"Analyst, web","Actuaries, economists and statisticians"
"Ancillary, classroom",Teaching assistants
"Ancillary, service, probation",Welfare and housing associate professionals n.e.c.
"Ancillary, teaching",Teaching assistants
"Annealer, pot",Glass and ceramics process operatives
"Applicator, film",Assemblers and routine operatives n.e.c.
"Applicator, mastic",Elementary construction occupations
"Apprentice, commercial",Other administrative occupations n.e.c.
"Archer, brick",Bricklayers and masons
"Architect, IT","IT business analysts, architects and systems designers"
"Architect, chartered",Architects
"Architect, data","IT business analysts, architects and systems designers"
"Architect, database","IT business analysts, architects and systems designers"
"Architect, datawarehouse","IT business analysts, architects and systems designers"
"Architect, enterprise","IT business analysts, architects and systems designers"
"Architect, information","IT business analysts, architects and systems designers"
"Architect, infrastructure","IT business analysts, architects and systems designers"
"Architect, landscape",Architects
"Architect, naval",Mechanical engineers
"Architect, network","IT business analysts, architects and systems designers"
"Architect, software",Programmers and software development professionals
"Architect, solution","IT business analysts, architects and systems designers"
"Architect, solution, IT","IT business analysts, architects and systems designers"
"Architect, solution, customer","IT business analysts, architects and systems designers"
"Architect, solutions","IT business analysts, architects and systems designers"
"Architect, solutions, IT","IT business analysts, architects and systems designers"
"Architect, solutions, customer","IT business analysts, architects and systems designers"
"Architect, systems","IT business analysts, architects and systems designers"
"Architect, technical","IT business analysts, architects and systems designers"
"Armourer, cable",Plant and machine operatives n.e.c.
"Armourer, force",Police officers (sergeant and below)
"Armourer, hose",Plant and machine operatives n.e.c.
"Arranger, care",Welfare and housing associate professionals n.e.c.
"Arranger, fight","Arts officers, producers and directors"
"Arranger, floral",Florists
"Arranger, flower",Florists
"Arranger, funeral","Undertakers, mortuary and crematorium assistants"
