Abaco
Badoglio
Baingio
Balbino
Baldasarre
Baldassare
Baldassarre
Balderico
Baldino
Baldo
Baldoino
Baldovino
Balduccio
Balduino
Balilla
Bambino
Bandinello
Bandino
Banduccio
Barbarino
Barbaro
Barbato
Barberino
Bardilio
Bardomiano
Barnaba
Barsanofio
Barsanofrio
Bartolino
Bartolo
Bartolomeo
Basile
Basileo
Basilio
Bassano
Bassiano
Basso
Bastianino
Bastiano
Batista
Battista
Battistino
Baudolino
Beato
Belardino
Belardo
Belfiore
Belisario
Bellino
Bellisario
Bello
Beltrame
Beltramo
Beltrando
Bene
Benedetto
Benedino
Benetto
Bengasino
Beniamino
Benigno
Benildo
Benino
Benito
Benizio
Bennardino
Bennardo
Benno
Beno
Benozzo
Benso
Bentivoglio
Benuccio
Benvenuto
Bepi
Beppe
Beppi
Beppino
Beppo
Berardino
Berardo
Berengario
Bernadetto
Bernardino
Bernardo
Berniero
Bernino
Bertillo
Bertino
Berto
Bertoldo
Bertrando
Besso
Bettino
Betto
Biagino
Biagio
Biancardo
Bianchino
Bianco
Biase
Biasino
Biasio
Bibbiano
Bibiano
Biblide
Bigio
Bindo
Bino
Biondino
Biondo
Bisio
Bixio
Bizio
Blandino
Blando
Boerio
Bonaccorso
Bonafede
Bonaldo
Bonamico
Bonando
Bonanno
Bonardo
Bonarino
Bonario
Bonarrota
Bonaventura
Boncompagno
Bonello
Bonfante
Bonfiglio
Bonfilio
Bonifacio
Bonifazio
Bonino
Bonito
Bono
Bonomo
Bonuccio
Bordino
Boris
Bortolino
Bortolo
Bortolomeo
Bovio
Bovo
Braccio
Bramo
Brandino
Brandisio
Brandizio
Brando
Brandolino
Brasile
Brasilino
Brasilio
Brenno
Breno
Brigido
Brillantino
Brizio
Brunaldino
Brunaldo
Brunellesco
Brunello
Brunero
Brunetto
Brunildo
Brunino
Bruno
Brunone
Brunoro
Bruto
Buonafede
Buonarrota
Buonaventura
Buonfiglio
Buono
Buovo
Cabirio
Cadmo
Cadorino
Cadorna
Cadornino
Cadorno
Caffieri
Caffiero
Cafiero
Caio
Cairoli
Calcedonio
Calfiero
Calimero
Calisto
Callimaco
Callisto
Calogero
Calvino
Calvio
Calvo
Calvus
Camillo
Cammillo
Canciano
Candeloro
Candido
Canio
Canuto
Canziano
Canzio
Caporetto
Cardenio
Carducci
Carduccio
Carino
Cariscopo
Carisio
Carissimo
Carlalberto
Carletto
Carlino
Carlo
Carluccio
Carmelindo
Carmelino
Carmelio
Carmelito
Carmelo
Carmenio
Carmine
Carminio
Carmino
Carminuccio
Caro
Carolino
Carolo
Carso
Cartesio
Caruso
Casimiro
Casimirro
Cassiano
Cassio
Castenze
Castenzio
Casto
Castolo
Castore
Castorino
Castrense
Castrenze
Castrenzio
Castrenzo
Castrese
Castruccio
Cataldino
Cataldo
Catello
Cateno
Caterino
Catiello
Catino
Catone
Cattalino
Catterino
Catullo
Cavallotti
Cavour
Ceccardo
Cecchino
Cecco
Cecilio
Celerino
Celeste
Celestino
Celesto
Celidonio
Celino
Celio
Cellino
Celsino
Celsio
Celso
Cenerino
Censino
Censo
Cenzino
Cenzo
Cesare
Cesareo
Cesarino
Cesario
Cesco
Cesello
Cesidio
Cesino
Cesio
Cesirio
Cesiro
Cetteo
Checchino
Checco
Cherubino
Chiaffredo
Chiarello
Chiarino
Chiaro
Chicco
Chino
Chirico
Christian
Ciano
Ciardino
Ciardo
Ciccillo
Ciccio
Cicerone
Cicito
Ciliberto
Cincinnato
Cino
Cinzio
Cinzo
Cipriano
Cirano
Cireneo
Cireno
Ciriaco
Cirillo
Cirino
Cirio
Ciro
Ciso
Cito
Clarenzio
Clario
Claro
Clauco
Claudiano
Claudino
Claudio
Cleante
Cleanto
Clearco
Clelio
Cleme
Clemen
Clemens
Clemente
Clementino
Clemenzio
Cleofino
Cleonice
Cleonte
Cleontino
Clerio
Clero
Cleto
Clicerio
Clino
Clito
Clizio
Clodomiro
Clodoveo
Cloridano
Clorindo
Clotildo
Coclite
Cola
Coletto
Collatino
Colombano
Colombino
Colombo
Coltura
Colturo
Comasio
Comincio
Comita
Comito
Como
Comodo
Comunardo
Concesso
Concettino
Concetto
Concezio
Concordio
Conforto
Confucio
Conino
Conitto
Cono
Conone
Consalvo
Consiglio
Consilio
Consolato
Consolino
Consolo
Contaldo
Contardino
Contardo
Contrano
Conuccio
Coraggio
Corallino
Cordelio
Corebo
Corindo
Corinno
Corino
Corintio
Corinto
Corinzio
Coriolano
Cornelio
Coronato
Corradino
Corrado
Corsino
Corso
Cortese
Cortino
Cosimino
Cosimo
Cosma
Cosmano
Cosmino
Cosmo
Costabile
Costante
Costantino
Costanzo
Creonte
Crescente
Crescentino
Crescenziano
Crescenzio
Crescenzo
Creso
Crespino
Crisante
Crisanto
Crisostomo
Crispino
Crispoldo
Crispolto
Cristano
Cristanziano
Cristian
Cristiano
Cristino
Cristo
Cristofalo
Cristofano
Cristofaro
Cristofero
Cristofolo
Cristoforo
Croce
Crocefisso
Crocifisso
Cruciano
Cunegondo
Cuniberto
Cuono
Cupido
Curio
Curzio
Cusmano
Custode
Custodio
Cusumano
Dafni
Dafno
Dagoberto
Dalcisio
Dalciso
Dalindo
Dalino
Dalio
Daliso
Dalmata
Dalmato
Dalmazio
Dalmazzo
Dalmino
Dalmiro
Dalmo
Damasco
Damaso
Damiano
Damino
Dandolo
Daniele
Daniello
Danillo
Danilo
Danino
Danio
Dannunzio
Dante
Dantino
Danubio
Dardano
Dardo
Dario
Darmo
Darvino
Dato
Davide
Davidico
Davidino
Davinio
Davino
Dazeglio
Dazelio
Dazio
Dazzo
Decenzio
Decimino
Decimo
Decio
Dedalo
Defendente
Defendi
Defendo
Delciso
Delfino
Delfio
Delfo
Delindo
Delino
Delio
Delisio
Deliso
Delizio
Dello
Delmino
Delmiro
Delmo
Demaro
Demetrio
Demo
Demostene
Denis
Denisio
Deo
Deodato
Deonisio
Deotaiuti
Deotiaiuti
Derino
Derio
Dernino
Derno
Dero
Desiderato
Desiderio
Desio
Desolino
Destino
Diaco
Diamante
Dianello
Diano
Diaz
Didaco
Didimo
Didio
Diego
Diletto
Dilio
Dillo
Dilo
Dima
Dimitri
Dimitrio
Dimma
Dimmo
Dimo
Dinetto
Dino
Diocleziano
Diodato
Diodorino
Diodoro
Diogene
Diomede
Diomiro
Dionello
Dionigi
Dionigio
Dionino
Dionisi
Dionisio
Dioniso
Dioscoride
Diotaiuti
Diotiaiuti
Diotisalvi
Dirceo
Disma
Dismo
Divinangelo
Divino
Divio
Divo
Dolcino
Dolfino
Dolindo
Dolorino
Domenicangelo
Domenicantonio
Domenichino
Domenico
Domenicuccio
Domiliano
Dominatore
Domitillo
Domiziano
Domizio
Donaldo
Donatantonio
Donatello
Donatino
Donato
Donatuccio
Donelio
Donello
Donillo
Donino
Donizio
Donnino
Dono
Dorando
Doretto
Doriano
Dorico
Dorigo
Dorindo
Dorino
Dorio
Dorligo
Doro
Doroteo
Dosolino
Doviglio
Dovilio
Drago
Drusiano
Druso
Duccio
Duilio
Duino
Dumas
Durando
Durante
Durantino
Eberardo
Ebo
Eccelso
Eco
Eddo
Edelberto
Eden
Ederino
Edero
Edesio
Edgardo
Edilberto
Ediliano
Edilio
Edino
Edio
Edipo
Edmeo
Edmo
Edmondo
Edo
Edoardino
Edoardo
Edovilio
Edro
Eduardo
Eduilio
Eduino
Edvigio
Edvino
Effisio
Effrem
Efisino
Efisio
Efiso
Efraimo
Efrem
Efro
Egeo
Egerio
Egidio
Egilberto
Egildo
Egilio
Egisto
Egiziano
Egizio
Eglantino
Eglo
Elbanio
Elbano
Elbo
Eldino
Eldo
Eleano
Eleazaro
Eleazzaro
Elenio
Eleno
Eleo
Eleodoro
Eleonardo
Eleonoro
Eletto
Elettro
Eleuterio
Elfino
Elfio
Elfo
Elfrido
Elgo
Elia
Eliano
Elias
Eliberto
Elidio
Elido
Eligio
Elindo
Elino
Elio
Eliodoro
Elios
Eliseno
Eliseo
Elisio
Eliso
Ellenio
Elleno
Ellero
Ellio
Ello
Elmerico
Elmino
Elmireno
Elmiro
Elmo
Elpidio
Elsino
Elsio
Elso
Elvano
Elvenzio
Elverino
Elvezio
Elviano
Elvidio
Elvinio
Elvino
Elvio
Elvirio
Elviro
Elvise
Elvisio
Elviso
Elvo
Elzeario
Elzio
Elzo
Emanuele
Emanuelito
Emanuello
Emerenziano
Emerenzio
Emerico
Emerigo
Emerino
Emerio
Emiddio
Emidio
Emiliano
Emilietto
Emilio
Emio
Emirio
Emiro
Emmanuele
Emmo
Emo
Empedocle
Endrio
Enea
Enedino
Eneo
Enerino
Enerio
Engelberto
Enio
Ennio
Enoc
Enos
Enotrio
Enrichetto
Enrico
Enzino
Enzio
Enzo
Eolo
Epaminonda
Epifanio
Epifano
Epimaco
Epimenio
Eracleo
Eraclio
Eraclito
Eraldo
Eralio
Eramo
Erardo
Erasmo
Erberto
Ercolano
Ercole
Ercoliano
Ercolino
Erculiano
Erenio
Erennio
Eriano
Eriberto
Erico
Eridanio
Eridano
Erido
Erildo
Erinno
Erino
Erio
Eritreo
Erlindo
Ermacora
Ermagora
Ermando
Ermanno
Ermano
Ermelindo
Ermelino
Ermellino
Ermello
Ermenegildo
Ermengardo
Ermenio
Ermentino
Ermes
Ermete
Ermidio
Ermido
Ermildo
Ermindo
Erminio
Ermino
Ermippo
Ermite
Ermo
Ermocrate
Ermogene
Ermolao
Ernaldo
Ernando
Ernani
Ernano
Ernes
Ernestino
Ernesto
Ernido
Ernino
Erno
Erode
Eros
Erpidio
Errico
Errigo
Ersilio
Erto
Ervenio
Erveno
Ervino
Esamuele
Eschilo
Esdra
Esedra
Esilio
Esiodo
Esmeraldo
Esopo
Espedito
Esperino
Esperio
Espero
Esposito
Esquilino
Esquilio
Estelio
Esterino
Estero
Esuberanzio
Esuberanzo
Esule
Esuperanzio
Esuperanzo
Esuperio
Esvaldo
Etelvoldo
Eteocle
Etrurio
Etrusco
Ettore
Ettorino
Eucarpio
Eucherio
Euclide
Eudemio
Eudemo
Eudilio
Eudoro
Eudosio
Eufelio
Eufemio
Eufrasio
Eufrosino
Eufrosio
Eugenio
Eulalio
Eulogio
Eumene
Euplio
Eupremio
Euprepio
Eupreprio
Eurialo
Euripide
Euro
Europeo
Eurosio
Eusanio
Eusebio
Eusepio
Eustacchio
Eustachio
Eustasio
Eustorgio
Euticchio
Eutichiano
Eutichio
Eutimio
Eutizio
Eutropio
Evaldo
Evandro
Evangelino
Evangelista
Evangelisto
Evangelo
Evanzio
Evardo
Evaristo
Evasio
Evelino
Evelio
Evenzio
Evenzo
Everaldo
Everardo
Eviliano
Evino
Evio
Evo
Evrardo
Ezechia
Ezechiele
Ezechielle
Ezelindo
Ezelino
Ezio
Ezzelino
Fabbiano
Fabbio
Fabbrizio
Fabiano
Fabio
Fabiolo
Fabriano
Fabriele
Fabrino
Fabrio
Fabrizio
Fabrizo
Facondino
Facondo
Fadino
Faenzo
Faido
Falando
Falaride
Falco
Faldino
Faldo
Falerio
Faliero
Fallerio
Famiano
Fanciullo
Fanfulla
Fanino
Fanio
Fano
Fanore
Fantino
Fanuel
Faone
Faostino
Faraone
Farnese
Faro
Fasano
Fatimo
Fauno
Fauro
Faustino
Fausto
Faustolo
Faustus
Favio
Favorino
Favorito
Febbrinio
Febbrino
Febo
Febrino
Febrizio
Febronio
Fecondo
Fede
Fedele
Fedelino
Federico
Federigo
Federino
Fedino
Fedio
Fedo
Fedoro
Fedrico
Fedrigo
Fedro
Felice
Felicetto
Feliciano
Felicino
Felicio
Felicissimo
Felidio
Felido
Felino
Felio
Felippo
Felisiano
Feliziano
Fellino
Feltre
Feltro
Feluccio
Femio
Femo
Fenelio
Fenello
Fenicio
Fenio
Fenisio
Fenizio
Fenzo
Feo
Feraldo
Ferando
Ferardo
Ferdiando
Ferdinando
Feriano
Ferido
Feriero
Ferigo
Ferildo
Ferino
Ferio
Ferledo
Fermano
Fermilio
Ferminio
Fermino
Fermo
Fernaldo
Fernandino
Fernando
Fernero
Ferradino
Ferramondo
Ferrando
Ferrante
Ferrantino
Ferrarino
Ferraro
Ferrero
Ferri
Ferriano
Ferrido
Ferriero
Ferrino
Ferro
Ferrucci
Ferruccio
Ferrucio
Ferruglio
Fertile
Feruccio
Ferucio
Feruglio
Fervido
Fesio
Festilio
Festino
Festo
Fibreno
Fidaldo
Fidalmino
Fidalmo
Fidardo
Fidelfio
Fidelfo
Fidelfranco
Fidelio
Fidelmino
Fidelmo
Fidenzio
Fidenzo
Fideo
Fides
Fidia
Fidio
Fido
Fieramonte
Fierino
Fiero
Filadelfio
Filadelfo
Filandro
Filargino
Filastro
Filelfo
Filemone
Fileno
Filiberto
Filicardo
Filide
Filideo
Filidio
Filidoro
Filindo
Filino
Filinto
Filippi
Filippino
Filippo
Filodelfio
Filodelfo
Filodemo
Filodeo
Filodoro
Filomarino
Filomeno
Filoreto
Filossene
Filoteo
Filotero
Finalbo
Finaldo
Finao
Finau
Fine
Fineo
Fines
Finimolo
Finimondo
Finisio
Finistauro
Finizio
Fino
Finuccio
Finuzzo
Fioralbo
Fioraldo
Fioramante
Fioramonte
Fiorangelo
Fiorano
Fiorante
Fiorantonio
Fioravante
Fioravanti
Fiordaliso
Fiordinando
Fiordino
Fiordisaggio
Fiore
Fiorellino
Fiorello
Fiorendo
Fiorente
Fiorentino
Fiorento
Fiorenzino
Fiorenzio
Fiorenzo
Fioretto
Fiori
Fioriggi
Fiorigi
Fiorigio
Fiorildo
Fiorillo
Fiorindo
Fiorino
Fiorinto
Fiorio
Fioriso
Fiorito
Fiorlindo
Fiorluigi
Fioro
Fioruccio
Fiovo
Firenze
Firio
Firmando
Firmano
Firminio
Firmino
Firmo
Firpo
Fisio
Fiumano
Fiume
Fladimiro
Flaimo
Flamiano
Flaminio
Flamino
Flamminio
Flario
Flauto
Flaviano
Flavino
Flavio
Fleano
Fleris
Flero
Florangelo
Flore
Floreano
Floredano
Florentino
Florenziano
Florenzio
Florenzo
Flores
Florestano
Flori
Floriano
Floridante
Florideo
Floridio
Florido
Florigi
Florigio
Florimondo
Florindo
Florino
Florinto
Florio
Floris
Floro
Fluvio
Foca
Fogliano
Fois
Folco
Folgore
Foliano
Folicardo
Foliero
Folo
Fonte
Fontino
Forese
Forestano
Forestino
Foresto
Foriero
Forleo
Formenzio
Fornaretto
Forte
Fortino
Fortunato
Fortunello
Fortunio
Fortuno
Foscarino
Foscaro
Fosco
Foscolino
Foscolo
Francescangelo
Francescantonio
Franceschino
Francesco
Franchino
Franco
Francolino
Frangiotto
Franzio
Franzo
Frazino
Frediano
Fredino
Fredo
Freido
Frenide
Fridiano
Frido
Fridolino
Frigerio
Frontino
Frugolino
Frumenzio
Fruttuoso
Fulberto
Fulceri
Fulcieri
Fulcio
Fulco
Fulgenzio
Fulgenzo
Fulgero
Fulghesu
Fulgido
Fulgo
Fulviano
Fulvio
Fulvo
Furiano
Furio
Furno
Fusco
Gabino
Gabriele
Gabrielle
Gabriello
Gabrio
Gaddo
Gaetanello
Gaetanino
Gaetano
Gagliano
Gagliardo
Gaio
Galante
Galantino
Galardino
Galardo
Galdino
Galdo
Galeano
Galeazzo
Galeno
Galgano
Galiano
Galiardo
Galieno
Galileo
Galliano
Gallieno
Gallio
Gallo
Galvano
Gandolfo
Gardenio
Gardino
Garibaldi
Garibaldo
Gaspare
Gasparino
Gasparo
Gasparre
Gasperino
Gaspero
Gastone
Gaudenzio
Gaudenzo
Gaudino
Gaudio
Gaudioso
Gavino
Gedeone
Gelardo
Gelasio
Gelfrido
Gelindo
Gelio
Gelmino
Gelmiro
Gelmo
Gelsino
Gelso
Gelsomino
Geltrudo
Gemello
Gemignano
Gemiliano
Geminello
Geminiano
Geminio
Gemino
Gemisto
Gemmino
Gemmo
Generoso
Genesio
Geniale
Genio
Genisio
Gennarino
Gennaro
Genova
Genoveffo
Genovino
Genserico
Gentile
Gentilino
Gentilio
Genuario
Genuino
Genunzio
Genuzio
Genziano
Genzino
Genzio
Geo
Georgio
Geppino
Geraldo
Gerardino
Gerardo
Gerasimo
Gerbino
Geremia
Geri
Gerico
Gerino
Gerio
Gerlando
Germando
Germanico
Germanino
Germanio
Germano
Germinal
Germinale
Germondo
Gernando
Gero
Gerolamo
Geromino
Geronimo
Geronzio
Geronzo
Gervasio
Gervaso
Gesualdino
Gesualdo
Gesuele
Gesuino
Gesumino
Gesuè
Gesù
Gettulio
Getulio
Getullio
Gheraldo
Gherardo
Ghigo
Ghino
Giacchino
Giachino
Giacinto
Giacobbe
Giacomino
Giacomo
Giaele
Giamaria
Giambattista
Giammarco
Giammaria
Giammario
Giammauro
Giampaolo
Giampiero
Giampietro
Gianandrea
Gianantonio
Gianbattista
Giancarlo
Giandamiano
Giandomenico
Gianello
Gianetto
Gianfelice
Gianfilippo
Gianfrancesco
Gianfranco
Giangaetano
Giangaleazzo
Giangastone
Giangiacomo
Giangiorgio
Giani
Gianlorenzo
Gianluca
Gianluigi
Gianmarco
Gianmaria
Gianmario
Gianmatteo
Gianmauro
Gianmichele
Giannandrea
Giannangelo
Giannantonio
Giannello
Giannetto
Gianni
Giannico
Giannino
Gianno
Giannozzo
Giano
Gianpaolo
Gianpiero
Gianpietro
Gianrico
Gianuario
Gianvito
Giarrico
Giasone
Giberto
Gidio
Gigetto
Gigi
Gigino
Gigio
Gigliano
Gigliante
Giglio
Gigliolo
Gilardo
Gilberto
Gildo
Gilfredo
Giliano
Giliante
Giliberto
Gilindo
Gilio
Gillio
Gillo
Gilmo
Ginepro
Ginesio
Ginetto
Ginevro
Ginio
Gino
Gioacchino
Gioachino
Giobatta
Giobattista
Giobbe
Gioberto
Giocondino
Giocondo
Gioele
Gioiele
Gioiello
Gioino
Giolivo
Giomaria
Giombattista
Giommaria
Giona
Gionata
Gionnino
Giordano
Giorgetto
Giorgino
Giorgio
Giorlando
Giosafat
Giosafatte
Giosafatto
Giosaffatte
Giosaffatto
Giosefatto
Giosofatto
Giosue
Giosuele
Giosuè
Giotto
Giovacchino
Giovamaria
Giovambattista
Giovammaria
Giovanbattista
Giovancarlo
Giovandamiano
Giovanfelice
Giovanfilippo
Giovangastone
Giovanmaria
Giovannandrea
Giovannangelo
Giovannantonio
Giovanni
Giovannico
Giovannimaria
Giovannino
Giovanpaolo
Giovanrico
Giove
Giovenale
Gioventino
Giovenzio
Giovina
Giovino
Giovita
Giovito
Giraldo
Girardengo
Girardo
Girlando
Girolamo
Gisberto
Giseldo
Gisello
Gisfredo
Gisleno
Gismondo
Gisto
Gisulfo
Giuda
Giuditto
Giudo
Giuffrida
Giuffrido
Giugliano
Giugno
Giuleppe
Giuliano
Giulietto
Giulino
Giulio
Giulivo
Giunio
Giunta
Giuntino
Giunto
Giusepe
Giuseppantonio
Giuseppe
Giuseppi
Giuseppino
Giustiniano
Giustino
Giusto
Giziano
Gizio
Glauco
Glicerio
Glisente
Gloriano
Glorio
Goffredo
Gogliardo
Goito
Golfiero
Golfredo
Golia
Goliardo
Gonario
Gondar
Gontrano
Gordiano
Gorello
Goretto
Gorgonio
Goriano
Gorino
Gorio
Goriziano
Gorizio
Goro
Gottardino
Gottardo
Gracco
Gradisco
Gradito
Grado
Gratiliano
Grato
Graziadio
Graziano
Graziello
Grazietto
Grazio
Graziolo
Grazioso
Graziosuccio
Greco
Gregorio
Grimaldo
Grimoaldo
Grisante
Grisostomo
Guadagno
Gualberto
Gualdo
Gualfardo
Gualfredo
Gualterio
Gualtieri
Gualtiero
Guarino
Guarniero
Guccio
Guelfino
Guelfo
Guerino
Guerra
Guerrando
Guerrazzo
Guerriero
Guerrino
Guglielmo
Guicciardo
Guidalberto
Guidantonio
Guidino
Guido
Guidobaldo
Guidone
Guidubaldo
Guiduccio
Guiscardo
Guizzardo
Gusmano
Gustavo
Iacono
Iacopino
Iacopo
Iader
Iafet
Iago
Ianni
Iano
Icaro
Icilio
Ico
Iconio
Idalberto
Idalco
Idalgo
Idalio
Idalmino
Idalmo
Idalo
Ideale
Idelberto
Idelfonso
Idelio
Idelmino
Idelmo
Ideo
Idiano
Idilio
Idillio
Idino
Idio
Ido
Idolo
Idomeneo
Idreno
Iello
Ierone
Igeo
Igidio
Igildo
Igilio
Iginio
Igino
Ignazio
Igor
Ilarino
Ilario
Ilarione
Ilaro
Ildebrando
Ildefonso
Ildegardo
Ildegondo
Ildo
Ileano
Iliano
Ilio
Illario
Illiano
Illidio
Illio
Illo
Illuminato
Ilo
Ilvano
Ilvio
Ilvo
Imeldo
Imer
Imerio
Imero
Immacolato
Immo
Imo
Imolo
Imperatore
Imperiale
Imperio
Impero
Incoronato
Indo
Indro
Ineldo
Inerio
Ingenuino
Ingo
Inio
Innocente
Innocentino
Innocenzio
Innocenzo
Ino
Io
Iolando
Iolo
Iona
Ionello
Ionio
Iorio
Iosto
Iovanni
Iperide
Ippazio
Ippolito
Ireneo
Irenio
Ireno
Ireo
Iriano
