Abbondanza
Gardenia
Gardina
Garibaldina
Gaspara
Gasparina
Gaspera
Gasperina
Gaudenzia
Gaudenzina
Gaudina
Gaudiosa
Gavina
Gavinuccia
Gea
Gelasia
Gelinda
Gelma
Gelmina
Gelmira
Gelsa
Gelsina
Gelsomina
Geltrude
Gemella
Gemiliana
Gemina
Geminiana
Gemma
Gemmina
Generosa
Genesia
Genia
Genina
Genisia
Gennaia
Gennara
Gennarina
Genoeffa
Genova
Genoveffa
Genovina
Gentila
Gentile
Gentilia
Gentilina
Genuaria
Genuina
Genunzia
Genziana
Genzina
Georgia
Geppina
Geralda
Geraldina
Gerarda
Gerardina
Gerbina
Gerina
Gerlanda
Germana
Germania
Germinal
Germinalina
Gerolama
Gerolamina
Gerolima
Gerolomina
Geromina
Geronima
Gertrude
Gervasa
Gervasia
Gessica
Gesualda
Gesualdina
Gesuela
Gesuella
Gesuina
Gesumina
Gettulia
Getulia
Gherarda
Ghina
Ghita
Giacinta
Giacobba
Giacoma
Giacometta
Giacomina
Giada
Giampaola
Giampiera
Giana
Giancarla
Gianfranca
Gianfrancesca
Giangiorgia
Gianlucia
Gianluigia
Gianna
Giannangela
Giannantonia
Giannella
Giannetta
Giannico
Giannina
Giannozza
Gianpaola
Gianpiera
Gigetta
Gigia
Gigina
Giglia
Gigliana
Gigliante
Giglietta
Giglio
Gigliola
Gilberta
Gilbertina
Gilda
Gilia
Giliana
Giliante
Giliola
Gilla
Gillia
Gilma
Gina
Ginepra
Ginetta
Ginevra
Ginia
Gioacchina
Gioachina
Gioconda
Giocondina
Gioela
Gioella
Gioia
Gioiella
Gioietta
Gioina
Gioiosa
Gionnina
Giordana
Giorgetta
Giorgia
Giorgiana
Giorgietta
Giorgina
Giorlanda
Giorlandina
Giosetta
Giovacchina
Giovancarla
Giovanna
Giovannangela
Giovannantonia
Giovannella
Giovannica
Giovannina
Giovina
Giralda
Girolama
Gisa
Gisberta
Giselda
Gisella
Gislena
Gismonda
Giuditta
Giugna
Giulia
Giuliana
Giulianella
Giulietta
Giuliva
Giunia
Giunta
Giuseppa
Giuseppina
Giusta
Giustina
Giustiniana
Glauca
Glenda
Gliceria
Gloria
Gloriana
Glorietta
Goffreda
Goita
Goliarda
Gonaria
Gondar
Gordiana
Goretta
Gorina
Gorizia
Gottarda
Gottardina
Gradisca
Gradita
Grata
Grazia
Graziana
Graziella
Grazietta
Grazina
Graziosa
Greca
Gregoria
Gregorina
Greta
Grimalda
Grimoalda
Griselda
Guadalupe
Gualberta
Gualtiera
Gualtierina
Guarina
Guelfa
Guenda
Guendalina
Guerina
Guerranda
Guerriera
Guerrina
Guglielma
Guglielmina
Guida
Guidantonia
Guidetta
Guidina
Gusmana
Gustava
Helga
Ia
Iacobella
Iacopa
Iacopina
Iaele
Iana
Ianna
Ica
Icilia
Ida
Idalba
Idalga
Idalia
Idalina
Idalma
Idanna
Idea
Ideale
Idelma
Idelmina
Idia
Idiana
Idilia
Idillia
Idina
Idola
Idolina
Iella
Ietta
Ifigenia
Igea
Igilda
Igina
Iginia
Ignazia
Ignazina
Ila
Ilaria
Ilarina
Ilda
Ilde
Ildegarda
Ildegonda
Ileana
Ilena
Ilenia
Ilia
Iliade
Iliana
Ilide
Illa
Illeana
Illia
Illide
Illuminata
Ilva
Ilvana
Ilvia
Ima
Imelda
Imelde
Imera
Imeria
Imma
Immacolata
Immacolazione
Imola
Impera
Imperatrice
Imperia
Imperiale
Ina
Incarnata
Incarnazione
Incoronata
India
Inelda
Inelde
Ines
Inga
Inge
Ingenuina
Inia
Inna
Innocenta
Innocente
Innocentina
Innocenza
Inuccia
Ioana
Iolanda
Iole
Ioletta
Iona
Ione
Ionia
Iosella
Iovina
Ippazia
Ippolita
Irena
Irene
Irenea
Ires
Iria
Iride
Irina
Iris
Irlanda
Irma
Irmina
Irvana
Isa
Isabella
Isadora
Isanna
Isaura
Isea
Iselda
Iselde
Isella
Isetta
Isida
Iside
Isidora
Ismaela
Ismene
Isola
Isolda
Isolde
Isoletta
Isolina
Isonza
Isonzo
Isora
Isotta
Israella
Istria
Ita
Itala
Italia
Italiana
Italina
Itria
Iva
Ivalda
Ivana
Ivanda
Ivania
Ivanna
Ivetta
Ivette
Ivia
Ivina
Ivona
Ivonetta
Ivonia
Ivonne
Ivrea
Jacopa
Jacopina
Jana
Janis
Janna
Jella
Jennifer
Jessica
Jnes
Jolanda
Jole
Jone
Josetta
Julia
Katia
Ladina
Ladislava
Laide
Lalage
Lalla
Lamberta
Lambertina
Landa
Landina
Lanfranca
Laodice
Lapa
Lara
Larina
Larsia
Latina
Laudice
Laudomia
Laudonia
Laura
Laurana
Lauredana
Laurentina
Laurenza
Laurenzia
Lauretana
Lauretta
Laurina
Laurisa
Laurita
Lavina
Lavinia
Lazzara
Lazzarina
Lea
Leana
Leandra
Leandrina
Learca
Learda
Leardina
Leda
Ledina
Lela
Lele
Lelia
Lella
Lena
Lenina
Lenuccia
Leocadia
Leoluchina
Leona
Leonarda
Leonardina
Leoncina
Leondina
Leonella
Leonetta
Leonia
Leonice
Leonida
Leonide
Leonilda
Leonilde
Leonilla
Leonina
Leonisia
Leonora
Leontina
Leonzia
Leoparda
Leopolda
Leopoldina
Lerina
Lesbia
Leta
Letizia
Lettera
Letteria
Letterina
Leucia
Leva
Levante
Levantina
Levia
Levina
Lia
Liana
Libera
Liberata
Liberatina
Liberia
Liberina
Liberta
Libertaria
Libertas
Libertina
Libertà
Libia
Libiana
Liboria
Liccia
Lice
Licena
Licia
Licinia
Licurga
Lida
Lidana
Lide
Lidia
Lidiana
Lidovina
Liduina
Lieta
Lietta
Ligia
Lilia
Liliana
Lilla
Lillia
Lilliana
Lillina
Lina
Linda
Lindora
Linetta
Linuccia
Lionella
Lionetta
Lisa
Lisandra
Lisanna
Lisella
Lisena
Lisetta
Lisina
Lisinda
Littoria
Liuccia
Livenza
Livia
Liviana
Livietta
Liù
Lodoletta
Lodovica
Lodovina
Loira
Loisia
Lola
Loletta
Lolita
Lombardina
Lora
Loranda
Loredana
Lorella
Lorena
Lorentina
Lorenza
Lorenzana
Lorenzina
Loreta
Loretana
Loreto
Loretta
Loria
Loriana
Lorieta
Lorina
Lorinda
Lorisa
Losanna
Luana
Lubiana
Luce
Lucetta
Luchina
Lucia
Luciana
Lucidia
Lucietta
Lucilia
Lucilla
Lucina
Lucinda
Lucrezia
Ludmilla
Ludovica
Ludovina
Luigia
Luigina
Luisa
Luisanna
Luisella
Luisetta
Luisina
Luisita
Luna
Lunella
Lunetta
Lusitania
Lussoria
Lutgarda
Macallè
Macaria
Macedonia
Macrina
Madda
Maddalena
Madera
Madia
Madina
Mafalda
Magda
Magdala
Magdalena
Magenta
Maggina
Maggiolina
Maggiorina
Maia
Maida
Maila
Maira
Malfa
Malia
Malina
Malvina
Mambrina
Mammola
Manfreda
Mania
Manila
Manilia
Manilla
Manina
Manlia
Manna
Manola
Manon
Manrica
Mansueta
Manuela
Manuelita
Mara
Marca
Marcella
Marcellina
Marchina
Marcolina
Marcuccia
Marella
Marena
Maresa
Maretta
Marfisa
Marfisia
Marga
Margarita
Margherita
Maria
Mariacasilde
Mariacristina
Mariadina
Mariagiovanna
Mariagrazia
Marialena
Marialina
Marialisa
Marialuigia
Marialuisa
Mariana
Marianella
Marianeve
Mariangela
Mariangiola
Marianita
Marianna
Mariannina
Mariantonia
Mariantonietta
Mariapia
Mariarita
Mariarosa
Mariarosaria
Mariasole
Mariassunta
Mariastella
Mariateresa
Marica
Marida
Mariele
Mariella
Marietta
Mariettina
Marika
Marila
Marilda
Marilde
Marilena
Marilia
Marilina
Marilisa
Marilla
Marilù
Marina
Marinella
Marinetta
Mariola
Mariolina
Marirosa
Marisa
Marisella
Marisetta
Marisole
Maristella
Mariuccia
Mariuccina
Mariuzza
Mariù
Marlena
Marlisa
Marna
Marozia
Marsiglia
Marsilia
Marsina
Marta
Martina
Martinella
Martira
Marusca
Maruska
Marussa
Marussia
Maruzza
Marzia
Marzialina
Marziana
Marzina
Mascia
Masina
Massima
Massimiana
Massimiliana
Massimilla
Massimina
Matelda
Matilda
Matilde
Matrona
Mattea
Mauda
Maura
Maurella
Mauretta
Maurilia
Maurilla
Maurina
Maurizia
Mazzina
Mea
Medarda
Medea
Mederica
Medina
Medora
Medusa
Melania
Melchiora
Melchiorina
Melchiorrina
Meliana
Melina
Melinda
Melisenda
Melissa
Melita
Melitta
Mellina
Mema
Memma
Mena
Menica
Menina
Mentana
Mentina
Mentorina
Menuccia
Mercede
Mercedes
Mercuria
Merina
Merinda
Merope
Messalina
Messina
Messinella
Meta
Metella
Metilde
Meuccia
Mia
Micaela
Michela
Michelina
Micol
Micuccia
Mietta
Migliore
Migliorina
Mila
Milana
Milca
Milda
Milde
Mileda
Miledi
Milena
Milia
Miliana
Milka
Milla
Milva
Milvana
Milvia
Mima
Mimi
Mimina
Mimma
Mimmia
Mimmina
Mimosa
Mimì
Mina
Minella
Minerva
Minervina
Minetta
Minia
Minna
Minnia
